drive_bh,time0,time1,time2,time3
(7615,223.79,770.70,611.42,812.07)
(7616,551.58,777.39,755.07,1005.24)
(7617,988.53,765.48,820.71,759.81)
(7618,768.54,1089.03,726.01,940.68)
(7619,827.44,798.84,681.07,154.74)
(7620,905.33,731.87,767.15,951.66)
(7621,825.94,806.15,750.42,826.77)
(7622,894.52,769.53,867.39,891.69)
(7623,173.41,711.64,731.03,931.71)
(7624,583.87,763.27,722.85,931.78)
(7625,826.19,777.59,898.05,826.71)
(7626,183.75,1150.31,819.22,842.19)
(7627,894.44,812.27,1056.27,827.63)
(7628,812.47,690.02,1061.73,790.58)
(7629,710.84,812.27,821.17,823.96)
(7630,295.16,668.61,763.20,1004.96)
(7631,807.70,764.65,869.00,728.83)
(7632,727.50,739.64,956.24,919.79)
(7633,939.56,717.24,773.13,770.80)
(7634,805.24,698.34,910.23,783.43)
(7635,1066.26,1134.50,704.68,796.38)
(7636,832.74,645.96,1021.37,796.78)
(7637,782.47,737.50,755.27,818.90)
(7638,901.75,1008.19,752.89,1028.06)
(7639,848.18,802.71,863.72,828.68)
(7640,885.48,827.78,889.16,853.67)
(7641,481.12,349.10,714.79,591.74)
(7642,759.63,941.74,792.45,855.37)
(7643,902.78,940.94,1022.93,907.11)
(7644,641.64,614.85,287.15,771.88)
(7645,399.88,812.77,846.58,907.39)
(7646,510.41,674.01,892.19,970.52)
(7647,51.76,842.97,110.71,830.10)
(7648,827.21,871.68,715.07,808.68)
(7649,892.12,718.52,832.30,828.72)
(7650,990.60,887.56,801.96,1012.79)
(7651,435.82,737.38,927.48,899.57)
(7652,363.68,604.21,683.78,936.16)
(7653,800.67,857.00,876.03,919.84)
(7654,710.49,856.79,994.73,840.00)
(7655,625.94,717.32,716.44,1000.30)
(7656,851.29,1134.23,148.06,771.35)
(7657,824.00,910.98,825.12,788.60)
(7658,475.49,861.87,906.86,818.46)
(7659,275.26,737.25,901.93,951.06)
(7660,758.31,820.59,829.82,926.09)
(7661,788.86,640.22,768.99,800.39)
(7662,778.77,917.85,1165.87,856.38)
(7663,583.30,1138.14,914.62,816.46)
(7664,585.45,818.03,838.42,809.10)
(7665,663.92,734.25,816.55,792.50)
(7666,449.43,695.58,920.81,888.51)
(7667,521.42,806.55,810.35,824.09)
(7668,331.40,989.63,1061.82,877.74)
(7669,835.45,629.39,1016.67,701.55)
(7670,859.35,254.55,859.66,773.84)
(7671,354.62,984.66,597.73,812.41)
(7672,1018.02,737.43,807.47,940.92)
(7673,671.21,881.94,838.67,873.65)
(7674,521.33,952.38,888.41,782.15)
(7675,700.06,749.43,716.34,835.33)
(7676,521.22,691.42,793.99,713.46)
(7677,1015.90,749.22,756.03,817.08)
(7678,676.15,757.80,1077.21,836.10)
(7679,435.69,689.37,783.09,794.78)
(7680,631.30,1007.99,1006.57,854.63)
(7681,534.27,849.96,883.67,941.27)
(7682,571.90,847.79,896.59,836.06)
(7683,566.00,703.87,754.82,753.24)
(7684,798.06,914.83,948.10,997.90)
(7685,475.55,810.00,724.50,916.41)
(7686,774.33,740.95,1031.15,781.99)
(7687,789.42,738.36,1047.82,777.76)
(7688,789.45,844.40,224.53,756.59)
(7689,282.07,933.96,928.81,1021.19)
(7690,282.39,748.46,910.58,833.78)
(7691,953.15,832.51,869.02,750.97)
(7692,778.08,776.30,803.03,1008.41)
(7693,331.50,727.20,881.36,803.45)
(7694,852.78,900.85,755.33,747.62)
(7695,999.67,745.33,791.17,923.61)
(7696,934.32,963.07,927.22,815.54)
(7697,883.59,873.06,858.56,864.54)
(7698,892.15,927.31,835.25,969.82)
(7699,706.62,724.94,824.50,1056.15)
(7700,894.86,901.50,588.38,873.28)
(7701,121.65,748.69,947.05,975.94)
(7702,521.43,952.33,829.58,821.78)
(7703,635.44,959.72,787.35,795.21)
(7704,891.89,776.28,835.31,769.45)
(7705,183.28,865.78,748.91,709.73)
(7706,906.78,868.71,947.06,967.23)
(7707,601.57,791.42,910.19,716.51)
(7708,443.13,837.72,809.27,915.14)
(7709,360.94,885.13,716.25,853.13)
(7710,543.71,857.03,855.25,812.99)
(7711,892.04,680.68,704.56,715.12)
(7712,910.85,1134.51,833.71,864.76)
(7713,710.90,809.69,798.62,791.60)
(7714,365.92,222.30,813.39,881.20)
(7715,368.44,750.83,933.54,797.28)
(7716,1065.40,1131.57,751.61,862.07)
(7717,398.29,1058.81,656.60,869.72)
(7718,892.81,796.47,930.88,731.27)
(7719,386.77,860.76,910.22,843.73)
(7720,279.04,567.85,633.62,797.03)
(7721,710.56,927.32,766.66,956.61)
(7722,354.67,882.84,947.05,103.13)
(7723,535.34,1323.31,927.69,1013.02)
(7724,857.43,607.02,930.90,984.82)
(7725,1060.18,1147.24,745.24,942.91)
(7726,621.38,814.38,839.86,747.74)
(7727,0.00,317.79,987.57,893.28)
(7728,709.00,961.00,876.48,842.70)
(7729,461.76,727.15,866.07,853.38)
(7730,853.98,1284.86,968.53,825.69)
(7731,871.41,966.21,794.34,763.11)
(7732,836.04,973.37,818.62,752.11)
(7733,534.30,932.46,809.07,795.48)
(7734,866.77,684.45,985.90,736.99)
(7735,875.97,1035.16,985.89,909.17)
(7736,418.19,877.14,941.96,772.41)
(7737,705.90,849.15,821.14,811.65)
(7738,310.50,820.78,858.69,722.59)
(7739,361.64,807.64,77.10,909.87)
(7740,459.29,885.59,880.54,835.05)
(7741,851.51,778.40,835.82,1121.98)
(7742,705.92,719.77,925.19,817.03)
(7743,890.33,634.40,85.80,0.00)
(7744,692.00,1150.47,985.89,908.10)
(7745,664.87,790.28,1073.72,660.51)
(7746,1017.89,941.07,939.38,795.66)
(7747,705.89,923.22,985.89,813.44)
(7748,767.43,896.08,821.52,849.52)
(7749,633.92,647.31,931.99,789.34)
(7750,501.13,697.22,953.47,770.67)
(7751,330.91,757.68,1155.40,1060.93)
(7752,520.49,411.89,840.61,1013.65)
(7753,744.74,927.26,772.82,606.34)
(7754,479.30,851.61,896.50,790.17)
(7755,947.98,709.02,922.22,776.02)
(7756,187.76,759.13,787.85,913.28)
(7757,696.34,659.49,282.19,875.42)
(7758,595.37,177.39,1010.04,852.41)
(7759,678.91,853.18,1024.95,954.50)
(7760,561.91,759.84,904.06,835.39)
(7761,534.24,1161.11,1057.10,894.35)
(7762,963.36,806.68,995.77,782.04)
(7763,823.89,881.58,848.66,743.81)
(7764,890.72,731.79,789.78,796.19)
(7765,723.98,976.06,781.15,879.82)
(7766,954.55,863.24,826.83,867.44)
(7767,719.61,1016.44,819.66,1002.40)
(7768,384.12,325.12,803.38,787.70)
(7769,712.38,903.02,619.54,719.04)
(7770,885.31,445.98,937.04,899.98)
(7771,657.80,889.58,848.46,820.08)
(7772,934.32,747.02,915.17,819.76)
(7773,383.87,774.30,985.70,1016.32)
(7774,1068.95,805.74,1009.91,970.81)
(7775,504.10,868.91,858.86,910.83)
(7776,963.44,710.93,753.28,850.97)
(7777,538.53,691.19,841.90,851.01)
(7778,895.88,811.10,930.81,645.38)
(7779,359.67,936.04,840.32,784.03)
(7780,450.97,1045.30,827.12,663.38)
(7781,0.00,651.72,766.14,915.76)
(7782,950.53,1078.23,669.33,721.61)
(7783,538.60,949.93,765.89,973.79)
(7784,832.67,758.76,694.08,866.04)
(7785,742.23,956.10,875.39,1057.80)
(7786,281.93,881.58,698.19,3263.63)
(7787,0.00,274.63,936.47,828.68)
(7788,386.19,997.91,680.09,868.86)
(7789,538.47,906.63,472.37,829.46)
(7790,354.56,945.75,1034.19,826.62)
(7791,821.82,1191.76,861.55,831.77)
(7792,580.55,1178.27,39.23,574.32)
(7793,797.92,795.98,998.52,957.61)
(7794,280.47,813.17,796.24,660.54)
(7795,292.03,781.53,887.49,756.94)
(7796,661.13,828.81,804.09,915.01)
(7797,884.35,820.91,391.95,902.38)
(7798,705.88,258.64,866.52,813.83)
(7799,744.39,702.67,861.96,718.68)
(7800,1017.90,919.54,980.40,836.86)
(7801,764.59,847.45,999.50,805.61)
(7802,801.03,1009.64,944.08,866.31)
(7803,525.01,1086.53,974.71,851.82)
(7804,908.82,877.92,890.37,769.92)
(7805,685.50,430.59,873.04,725.44)
(7806,890.27,634.35,741.13,818.59)
(7807,771.63,998.98,835.82,1016.30)
(7808,933.04,852.84,784.43,995.29)
(7809,727.15,844.36,710.17,787.88)
(7810,583.27,681.69,952.90,727.97)
(7811,897.16,365.60,841.33,810.29)
(7812,823.98,726.53,724.94,939.68)
(7813,309.77,819.27,947.00,844.51)
(7814,737.62,991.67,952.04,867.54)
(7815,417.60,1230.81,671.32,784.67)
(7816,858.03,1178.03,1072.35,808.83)
(7817,924.08,986.96,919.44,729.63)
(7818,778.99,747.88,1178.17,942.13)
(7819,470.80,792.62,622.11,827.13)
(7820,963.39,288.59,908.30,889.84)
(7821,417.60,1161.11,785.39,853.13)
(7822,790.49,705.06,769.20,719.95)
(7823,860.77,210.97,784.58,788.17)
(7824,117.61,0.00,0.00,687.13)
(7825,214.22,882.21,360.18,916.43)
(7826,603.76,903.55,671.62,995.03)
(7827,823.87,935.66,668.71,931.84)
(7828,756.90,755.92,965.25,1025.23)
(7829,553.30,811.30,744.86,984.41)
(7830,860.92,820.65,1128.54,611.77)
(7831,952.22,796.39,835.95,1130.21)
(7832,212.78,682.93,808.03,689.81)
(7833,239.41,662.25,763.18,762.08)
(7834,965.88,930.23,846.04,786.96)
(7835,643.54,854.27,958.44,768.23)
(7836,884.19,758.53,981.59,910.04)
(7837,459.49,999.29,669.73,173.65)
(7838,844.02,871.82,763.29,775.73)
(7839,875.74,873.14,0.00,835.47)
(7840,900.39,991.79,306.96,813.87)
(7841,386.66,880.47,815.39,793.08)
(7842,1065.62,898.39,726.63,869.03)
(7843,846.17,687.22,969.86,966.58)
(7844,706.22,1230.79,855.53,778.67)
(7845,0.00,129.01,796.24,843.24)
(7846,788.65,805.28,752.23,1001.39)
(7847,521.36,971.68,925.56,772.36)
(7848,705.90,803.56,742.16,840.61)
(7849,504.03,892.49,789.93,751.58)
(7850,706.01,991.80,804.73,903.76)
(7851,876.67,956.06,763.89,1122.88)
(7852,906.83,867.16,926.44,801.96)
(7853,845.54,822.36,885.80,722.72)
(7854,861.79,323.28,754.98,787.46)
(7855,524.85,756.39,642.63,926.48)
(7856,504.05,1064.73,907.98,742.41)
(7857,417.60,1230.81,943.51,938.13)
(7858,310.42,899.80,695.64,1151.41)
(7859,160.41,1041.63,903.96,877.61)
(7860,743.70,812.36,964.09,845.83)
(7861,771.19,888.25,835.50,861.24)
(7862,553.49,816.93,710.74,830.16)
(7863,824.30,737.38,795.05,789.89)
(7864,901.84,817.82,746.09,685.00)
(7865,542.22,860.37,1061.60,819.11)
(7866,561.94,1016.46,936.50,853.87)
(7867,1017.50,816.84,858.57,758.48)
(7868,338.08,680.55,657.56,876.12)
(7869,823.77,756.39,849.71,854.18)
(7870,850.98,892.81,875.10,934.77)
(7871,150.17,228.48,783.36,840.62)
(7872,857.89,876.30,1065.08,742.36)
(7873,869.58,795.42,926.61,771.07)
(7874,798.05,855.41,839.21,776.46)
(7875,898.55,683.60,809.09,968.33)
(7876,464.75,1009.05,886.19,892.96)
(7877,936.14,786.72,814.76,848.52)
(7878,555.07,786.12,721.73,827.78)
(7879,458.81,810.51,935.07,927.32)
(7880,1001.39,972.93,911.59,813.76)
(7881,833.09,837.12,767.32,916.57)
(7882,373.05,909.18,854.14,869.61)
(7883,538.41,924.64,816.03,893.08)
(7884,542.10,822.69,946.90,900.48)
(7885,846.39,722.65,684.79,932.63)
(7886,565.85,828.23,854.88,741.09)
(7887,841.07,524.15,676.73,805.50)
(7888,877.22,680.25,756.07,1034.64)
(7889,965.83,853.21,798.19,869.75)
(7890,767.47,1230.79,863.66,820.59)
(7891,595.28,912.01,706.40,794.02)
(7892,778.49,850.75,1004.26,912.99)
(7893,553.28,761.32,873.95,968.21)
(7894,798.63,1177.36,871.78,926.88)
(7895,920.24,884.75,1081.37,995.44)
(7896,534.15,737.51,1060.72,805.35)
(7897,626.56,1244.70,1055.15,918.21)
(7898,543.60,1041.73,912.17,913.63)
(7899,767.20,737.54,977.69,789.97)
(7900,916.40,935.67,763.18,991.61)
(7901,982.21,875.50,844.27,753.59)
(7902,706.37,676.26,718.69,926.71)
(7903,158.89,846.86,788.01,805.41)
(7904,534.26,1136.46,844.90,834.88)
(7905,1002.47,731.19,862.13,805.54)
(7906,538.85,1105.20,746.80,908.77)
(7907,460.13,739.69,846.43,875.82)
(7908,688.89,771.74,823.90,819.23)
(7909,618.68,652.97,872.07,1067.37)
(7910,660.93,723.59,905.14,951.77)
(7911,638.19,1185.26,935.38,782.71)
(7912,750.89,769.66,802.59,754.75)
(7913,910.89,793.47,850.68,905.97)
(7914,934.12,845.70,916.69,1074.26)
(7915,1065.52,876.26,846.27,899.32)
(7916,775.41,921.30,854.13,890.47)
(7917,934.34,757.70,772.57,822.37)
(7918,924.44,172.91,867.78,862.78)
(7919,755.86,761.83,712.18,858.97)
(7920,676.92,970.37,889.02,738.39)
(7921,915.67,744.33,1044.95,795.52)
(7922,800.56,349.19,907.48,842.28)
(7923,475.49,969.52,668.64,794.27)
(7924,583.04,208.36,794.59,968.30)
(7925,883.66,871.55,892.56,889.54)
(7926,308.49,723.97,634.66,813.98)
(7927,314.19,1134.51,826.55,786.93)
(7928,851.97,786.67,692.96,788.45)
(7929,635.46,724.89,815.57,876.99)
(7930,933.09,763.72,796.01,760.31)
(7931,909.12,909.81,717.30,948.64)
(7932,649.57,879.97,796.72,811.16)
(7933,367.10,886.88,754.64,716.69)
(7934,545.12,769.34,1058.69,844.35)
(7935,0.00,598.31,739.84,850.38)
(7936,631.86,647.26,851.06,756.64)
(7937,847.83,828.10,847.71,877.02)
(7938,769.05,681.07,935.39,703.35)
(7939,908.05,189.87,905.02,849.88)
(7940,562.05,563.85,1005.90,907.23)
(7941,891.73,842.97,879.38,938.62)
(7942,533.54,916.75,744.92,880.63)
(7943,339.07,951.89,834.88,742.72)
(7944,956.23,700.78,786.82,946.73)
(7945,498.35,642.93,881.82,831.12)
(7946,27.40,926.05,839.76,1179.26)
(7947,950.68,1015.40,619.16,715.50)
(7948,775.11,178.40,646.31,1002.47)
(7949,892.31,717.30,873.22,1037.55)
(7950,793.92,801.54,890.67,746.34)
(7951,892.13,954.10,940.08,894.00)
(7952,471.40,864.24,896.50,766.86)
(7953,695.60,799.03,975.46,825.94)
(7954,477.89,851.15,655.59,757.59)
(7955,727.57,936.06,760.54,703.31)
(7956,760.01,757.84,818.33,774.73)
(7957,796.71,877.75,824.87,757.32)
(7958,521.33,931.07,814.98,821.24)
(7959,884.53,875.41,1016.38,881.49)
(7960,885.31,235.55,796.36,834.34)
(7961,798.21,877.66,75.36,756.31)
(7962,832.50,888.82,559.05,808.09)
(7963,1065.82,864.32,872.54,887.87)
(7964,533.74,763.94,981.78,644.27)
(7965,775.74,597.78,648.50,878.03)
(7966,768.52,431.31,904.18,903.14)
(7967,738.61,782.47,789.05,996.39)
(7968,456.58,518.42,734.41,811.42)
(7969,831.13,728.58,771.66,805.64)
(7970,582.77,818.13,810.95,914.34)
(7971,848.01,794.09,645.53,851.82)
(7972,572.49,779.61,805.23,1040.38)
(7973,0.00,0.00,642.56,681.49)
(7974,778.82,866.22,1070.27,939.03)
(7975,475.40,1164.11,816.50,771.28)
(7976,846.98,261.48,771.67,776.23)
(7977,726.23,514.72,896.54,1017.61)
(7978,786.05,774.46,869.54,849.19)
(7979,847.86,590.21,1054.57,802.68)
(7980,733.67,859.25,821.94,1135.01)
(7981,499.35,685.50,923.10,675.36)
(7982,244.80,875.06,878.15,1021.49)
(7983,971.54,902.59,999.75,817.80)
(7984,831.02,823.16,778.14,658.04)
(7985,364.28,909.44,672.97,898.01)
(7986,639.18,837.10,970.68,838.34)
(7987,940.07,676.02,1009.82,868.26)
(7988,367.23,715.46,957.03,720.50)
(7989,898.53,760.72,775.65,698.67)
(7990,812.82,786.63,739.71,672.98)
(7991,675.18,696.44,829.46,766.08)
(7992,842.87,730.58,638.02,892.56)
(7993,951.94,827.33,890.34,324.41)
(7994,171.78,712.63,277.08,834.37)
(7995,710.06,767.15,877.83,778.47)
(7996,653.61,954.18,799.04,943.01)
(7997,582.78,851.62,759.21,747.17)
(7998,52.67,699.96,741.42,757.50)
(7999,1016.14,725.30,718.89,682.78)
(8000,842.71,767.83,1035.31,791.74)
(8001,655.85,783.44,848.54,762.04)
(8002,782.37,955.21,765.63,880.75)
(8003,500.75,673.72,1029.60,797.82)
(8004,901.05,593.62,798.75,808.57)
(8005,583.30,610.81,774.30,974.35)
(8006,660.94,782.02,842.13,887.83)
(8007,336.18,867.54,754.44,869.70)
(8008,891.60,1150.32,911.28,837.97)
(8009,973.69,785.67,832.64,861.30)
(8010,354.54,857.86,827.77,843.52)
(8011,823.40,1106.80,898.89,1111.06)
(8012,583.04,885.41,990.45,791.23)
(8013,504.32,775.73,709.64,904.92)
(8014,798.24,799.76,729.36,770.06)
(8015,640.62,738.40,725.63,780.88)
(8016,890.55,802.28,855.51,862.82)
(8017,933.16,891.44,786.15,869.00)
(8018,552.28,812.65,684.20,890.97)
(8019,1065.44,752.95,733.44,976.98)
(8020,795.75,896.16,874.02,1045.87)
(8021,475.45,785.95,872.28,872.41)
(8022,724.15,851.69,657.10,891.81)
(8023,709.38,991.22,684.69,1097.79)
(8024,601.73,896.35,518.61,879.87)
(8025,533.99,827.99,734.44,987.02)
(8026,386.45,31.42,526.36,832.76)
(8027,940.80,703.43,968.29,971.85)
(8028,920.91,716.18,675.36,849.19)
(8029,386.78,932.34,712.08,846.63)
(8030,200.23,827.90,952.19,936.89)
(8031,900.48,697.78,520.52,686.59)
(8032,723.70,981.01,816.51,945.39)
(8033,768.77,896.51,788.95,877.77)
(8034,675.13,762.62,676.93,864.21)
(8035,892.04,882.07,511.62,874.51)
(8036,521.16,709.89,859.19,1002.40)
(8037,800.66,1063.74,832.87,869.22)
(8038,538.62,605.71,351.95,953.19)
(8039,376.69,780.89,1009.11,974.96)
(8040,898.81,786.99,323.04,765.68)
(8041,850.30,719.30,837.42,859.64)
(8042,565.85,796.22,55.13,723.41)
(8043,494.14,965.30,721.67,771.49)
(8044,731.96,941.37,979.64,791.03)
(8045,865.31,782.75,892.92,856.06)
(8046,0.00,807.80,868.35,701.60)
(8047,562.02,288.56,838.74,884.77)
(8048,632.74,686.20,825.29,857.85)
(8049,934.11,1000.29,931.21,722.82)
(8050,565.55,881.48,765.72,955.74)
(8051,583.32,301.30,945.26,853.25)
(8052,823.40,778.57,701.52,931.68)
(8053,417.85,811.12,745.91,813.74)
(8054,354.54,862.40,791.50,990.53)
(8055,814.49,1105.29,767.99,882.68)
(8056,791.76,714.45,831.47,698.38)
(8057,589.79,887.07,729.31,786.83)
(8058,520.39,765.32,783.51,878.32)
(8059,810.01,670.54,850.49,987.11)
(8060,678.63,891.18,973.98,806.85)
(8061,934.17,738.22,814.20,3325.28)
(8062,0.00,966.95,759.74,837.04)
(8063,723.84,893.17,742.90,859.64)
(8064,696.38,808.69,877.83,912.23)
(8065,553.40,732.65,633.68,1016.40)
(8066,601.32,775.52,911.93,1016.35)
(8067,454.12,751.25,816.50,938.31)
(8068,552.53,1103.71,958.90,1002.43)
(8069,0.00,762.31,876.16,750.02)
(8070,860.20,966.60,891.05,873.88)
(8071,589.24,797.43,914.93,816.57)
(8072,310.89,877.57,848.41,737.38)
(8073,696.91,890.19,794.44,803.92)
(8074,718.55,841.47,939.13,815.04)
(8075,363.91,1134.49,639.55,722.89)
(8076,644.01,822.38,929.87,832.91)
(8077,862.70,876.40,797.25,907.47)
(8078,846.94,737.46,726.06,1002.44)
(8079,977.14,1021.32,686.52,962.10)
(8080,688.80,793.02,628.17,822.16)
(8081,871.72,760.53,1006.40,989.54)
(8082,0.00,290.63,738.92,866.95)
(8083,811.90,228.97,857.99,876.63)
(8084,85.71,898.29,686.40,766.69)
(8085,724.25,1323.32,909.96,893.95)
(8086,524.75,805.21,735.90,1002.42)
(8087,538.63,827.23,552.89,866.07)
(8088,459.38,888.70,1003.98,744.83)
(8089,678.14,964.54,802.67,991.57)
(8090,885.31,851.90,778.72,835.54)
(8091,896.76,535.24,750.25,978.11)
(8092,538.51,1012.46,665.27,896.39)
(8093,385.97,847.78,959.69,818.45)
(8094,924.05,731.83,708.60,767.14)
(8095,542.13,1049.74,679.61,784.09)
(8096,845.27,758.53,692.20,974.75)
(8097,398.20,513.21,845.89,943.54)
(8098,554.66,138.87,746.66,789.92)
(8099,418.48,912.08,958.93,797.96)
(8100,1018.07,765.30,1192.49,1012.59)
(8101,54.36,663.92,840.43,933.75)
(8102,860.95,827.23,797.47,906.89)
(8103,562.12,0.00,134.57,855.35)
(8104,177.53,1111.24,759.54,1028.15)
(8105,873.89,854.67,726.94,1002.43)
(8106,554.80,863.32,736.07,838.62)
(8107,751.56,940.40,896.01,813.91)
(8108,905.00,886.58,754.29,719.93)
(8109,0.00,301.04,2552.86,1491.56)
(8110,0.00,0.00,811.48,927.38)
(8111,466.98,602.25,744.24,838.10)
(8112,944.74,1061.20,912.52,784.27)
(8113,780.67,987.11,905.73,788.30)
(8114,873.89,915.21,772.61,891.63)
(8115,866.47,754.31,185.10,801.46)
(8116,524.94,862.12,772.62,695.82)
(8117,504.17,1072.60,875.34,846.47)
(8118,556.38,854.33,906.03,719.86)
(8119,97.12,956.91,911.59,826.53)
(8120,823.82,759.82,1040.81,702.98)
(8121,727.09,947.39,908.72,816.08)
(8122,280.41,906.73,1012.68,828.04)
(8123,554.94,831.46,893.53,761.13)
(8124,1017.51,753.56,1076.80,807.81)
(8125,892.18,1142.27,885.40,927.49)
(8126,459.56,827.18,893.54,856.64)
(8127,177.71,871.53,893.54,917.17)
(8128,524.81,835.03,793.74,754.11)
(8129,920.29,940.42,911.97,919.53)
(8130,1017.71,755.34,1005.84,835.20)
(8131,524.77,727.82,871.03,1002.42)
(8132,760.04,877.08,878.08,898.50)
(8133,878.54,784.90,817.98,964.87)
(8134,528.29,851.04,853.38,975.99)
(8135,706.34,642.75,875.51,600.53)
(8136,427.45,888.45,907.55,613.71)
(8137,798.20,211.06,725.89,954.52)
(8138,176.57,1026.88,1037.46,614.69)
(8139,809.17,987.97,826.78,672.38)
(8140,646.16,832.74,908.72,913.50)
(8141,778.66,812.29,879.67,1025.41)
(8142,538.48,773.63,813.18,941.44)
(8143,579.27,924.86,752.01,2546.08)
(8144,0.00,180.48,822.80,987.05)
(8145,302.04,303.02,755.65,944.63)
(8146,850.99,1093.52,686.39,876.63)
(8147,674.70,763.46,778.38,787.04)
(8148,982.49,854.28,1103.32,807.47)
(8149,828.09,866.25,770.53,974.90)
(8150,753.70,1072.20,749.16,1015.91)
(8151,555.11,349.11,797.68,878.40)
(8152,864.34,909.80,907.35,775.24)
(8153,589.13,1149.27,1001.78,744.65)
(8154,748.14,637.53,799.21,877.68)
(8155,983.02,1001.17,853.66,839.94)
(8156,562.07,737.62,869.67,811.25)
(8157,1065.46,897.29,770.66,1002.44)
(8158,823.63,860.18,883.29,791.40)
(8159,961.19,851.77,710.98,879.99)
(8160,922.51,971.52,784.90,1082.48)
(8161,818.89,714.06,811.39,910.86)
(8162,62.50,821.41,880.17,719.32)
(8163,798.85,845.81,694.84,1034.99)
(8164,854.21,895.68,831.89,673.37)
(8165,524.99,522.15,739.39,721.32)
(8166,970.52,881.58,778.84,719.61)
(8167,807.12,898.59,891.59,823.10)
(8168,777.89,826.68,973.12,750.02)
(8169,798.09,1014.56,924.69,600.54)
(8170,54.32,842.41,786.35,894.38)
(8171,538.44,718.81,746.24,776.86)
(8172,744.81,677.21,735.88,798.95)
(8173,541.86,850.62,1076.92,708.72)
(8174,876.74,813.98,843.36,807.29)
(8175,869.44,860.59,750.83,1007.71)
(8176,723.46,756.39,691.02,894.62)
(8177,572.69,1205.46,779.04,721.56)
(8178,775.39,860.79,834.72,798.27)
(8179,805.01,716.43,861.21,921.72)
(8180,890.72,535.70,781.71,778.58)
(8181,360.94,905.81,783.56,658.01)
(8182,774.24,663.37,831.61,879.83)
(8183,359.11,779.07,959.10,1016.28)
(8184,663.79,786.98,844.87,854.68)
(8185,433.99,813.15,816.62,797.91)
(8186,824.06,261.55,856.91,779.66)
(8187,280.62,957.04,850.04,794.73)
(8188,553.34,771.42,631.11,997.89)
(8189,973.39,758.41,947.05,912.26)
(8190,275.63,733.32,697.99,1024.33)
(8191,710.32,879.21,764.27,828.63)
(8192,759.25,361.11,63.47,800.86)
(8193,678.10,900.62,765.88,774.17)
(8194,12.92,755.39,947.06,988.15)
(8195,792.74,804.80,851.18,939.99)
(8196,457.61,820.93,764.41,871.06)
(8197,187.80,866.14,1009.21,623.29)
(8198,494.05,1484.64,673.22,759.83)
(8199,798.73,570.20,915.17,901.47)
(8200,164.50,924.11,932.59,1029.78)
(8201,749.38,642.45,835.66,825.81)
(8202,583.17,837.00,755.07,920.71)
(8203,504.49,13.70,797.58,982.10)
(8204,0.00,777.87,947.05,798.07)
(8205,359.19,380.49,836.68,784.71)
(8206,1076.21,323.64,264.50,754.12)
(8207,768.78,780.21,896.59,598.68)
(8208,458.19,797.82,222.04,1034.71)
(8209,753.69,1134.49,750.20,868.50)
(8210,123.07,837.30,770.44,835.32)
(8211,789.30,837.85,847.20,769.49)
(8212,729.15,770.58,896.52,847.54)
(8213,904.62,872.71,559.02,771.19)
(8214,680.44,785.83,910.70,850.98)
(8215,897.97,671.32,918.68,849.54)
(8216,263.38,815.65,805.23,827.21)
(8217,795.29,891.97,785.36,824.42)
(8218,920.29,734.85,704.75,812.56)
(8219,671.51,802.03,785.63,775.35)
(8220,845.59,195.40,918.99,1020.52)
(8221,802.80,801.78,917.53,839.50)
(8222,350.15,851.54,815.13,812.64)
(8223,791.00,50.96,766.54,676.14)
(8224,802.34,994.99,735.27,826.90)
(8225,790.99,817.43,795.80,804.76)
(8226,500.92,988.57,891.97,1068.09)
(8227,797.93,746.78,892.53,837.86)
(8228,281.29,745.63,873.77,847.43)
(8229,789.08,798.82,754.78,782.18)
(8230,867.48,1006.28,743.77,908.58)
(8231,629.79,767.84,745.01,946.94)
(8232,360.95,904.09,634.08,756.19)
(8233,307.36,902.80,1113.60,789.20)
(8234,367.25,757.71,866.39,811.84)
(8235,738.22,759.94,869.61,759.21)
(8236,740.67,589.96,1186.51,875.21)
(8237,891.98,884.65,808.86,705.09)
(8238,777.43,680.65,796.36,732.19)
(8239,504.04,1071.22,774.74,781.38)
