  Drive_bh,income,outcome,profit
11016,724.27,246.34,477.92
11017,982.51,236.33,746.19
11018,1038.07,213.06,825.01
11019,1379.71,343.17,1036.54
11020,644.17,136.13,508.04
11021,1116.17,253.53,862.64
11022,1286.15,251.69,1034.45
11023,1119.72,284.13,835.59
11024,972.37,205.73,766.65
11025,1077.99,217.38,860.61
11026,1168.68,273.47,895.22
11027,896.48,239.74,656.74
11028,1337.08,283.99,1053.09
11029,1062.23,221.62,840.61
11030,1161.1,235.99,925.11
11031,807.52,200.87,606.64
11032,786.09,147.11,638.98
11033,989.77,210.18,779.59
11034,1181.93,264.24,917.7
11035,1242.53,255.65,986.88
11036,1056.6,414.67,641.93
11037,855.15,235.66,619.5
11038,879.15,200.53,678.62
11039,1257.99,282.52,975.47
11040,1026.97,241.37,785.6
11041,668.53,173.42,495.12
11042,1268.62,294.85,973.77
11043,1300.1,267.49,1032.61
11044,1186.22,232.86,953.35
11045,1209.8,255.58,954.22
11046,1149.1,265.51,883.59
11047,866.05,210.22,655.83
11048,1127.47,257.24,870.23
11049,1296.32,363.05,933.27
11050,811.63,181.47,630.16
11051,882.33,223.52,658.81
11052,1074.06,274.42,799.64
11053,1081.49,209.28,872.2
11054,0,0,0
11055,1162.14,260.12,902.02
11056,851.34,235.53,615.81
11057,1101.02,286.33,814.69
11058,828.95,188.78,640.17
11059,1402.19,330.83,1071.35
11060,1353.8,292.02,1061.78
11061,784.01,155.86,628.15
11062,1138.5,253.25,885.26
11063,713.01,166.86,546.15
11064,1320.18,320.43,999.75
11065,823.15,169.75,653.41
11066,206.1,138.39,67.71
11067,1075.88,201.82,874.06
11068,882.48,178.74,703.74
11069,911.46,204.07,707.4
11070,1094.72,282.35,812.38
11071,672.14,166.05,506.09
11072,1214.72,294.62,920.1
11073,860.43,249.42,611.01
11074,856.67,208.18,648.5
11075,1107.8,271.14,836.66
11076,778.94,178.66,600.28
11077,991.99,253.79,738.2
11078,836.68,194.47,642.22
11079,966.97,225.34,741.63
11080,922.86,214.83,708.03
11081,1099.75,251.36,848.39
11082,239.6,179.37,60.22
11083,1036.76,227.85,808.91
11084,1448.13,281.73,1166.4
11085,1180.09,242.98,937.11
11086,1375.9,317.79,1058.11
11087,848.82,148.29,700.53
11088,640.45,138.74,501.71
11089,860.65,221.87,638.77
11090,1376.91,315.5,1061.41
11091,1158.21,232.18,926.04
11092,1315.5,320.78,994.72
11093,918.33,249.56,668.76
11094,1339.14,285.84,1053.3
11095,1188.1,255.83,932.26
11096,1011.06,230.07,780.99
11097,1069.12,213.8,855.32
11098,961.97,232.95,729.01
11099,1091.93,215.74,876.18
11100,975.47,202.49,772.98
11101,1016.3,221.16,795.14
11102,357.3,149.96,207.34
11103,876.47,199.92,676.55
11104,467.17,156.9,310.27
11105,944.03,216.61,727.42
11106,919.27,169.86,749.41
11107,747.99,233.1,514.89
11108,1315.75,271.53,1044.22
11109,958.74,214.67,744.07
11110,423.57,118.24,305.34
11111,263.42,304.95,-41.54
11112,1223.07,289.14,933.93
11113,892.3,169.81,722.49
11114,855.75,177.33,678.42
11115,1189.45,314.73,874.71
11116,1243.74,279.95,963.79
11117,491.16,97.95,393.21
11118,307.94,77.97,229.97
11119,420.43,126.64,293.79
11120,926.92,215.98,710.94
11121,631.55,133.2,498.34
11122,14,2.74,11.26
11123,881.14,172.54,708.6
11124,1286.19,308.96,977.22
11125,0,21.62,-21.62
11126,764.85,152.38,612.47
11127,573.19,150.94,422.25
11128,442.41,117.25,325.15
11129,1107.37,219.68,887.69
11130,500.97,110.58,390.39
11131,1101.37,244.23,857.14
11132,660.94,158.32,502.62
11133,913.14,208.95,704.19
11134,1163.03,283.73,879.3
11135,486.41,107.85,378.56
11136,837.73,180.9,656.82
11137,1223.8,258.59,965.21
11138,873.53,177.72,695.81
11139,250.12,72.49,177.64
11140,953.63,182.46,771.17
11141,1120.24,250.81,869.43
11142,1037.21,250.53,786.68
11143,793.07,185.01,608.06
11144,1051.2,229.96,821.24
11145,986.69,275.44,711.25
11146,846.06,175.3,670.76
11147,1270.03,267.15,1002.89
11148,1192.05,256.99,935.06
11149,924.45,220.51,703.94
11150,1120.56,256.24,864.32
11151,753.59,194.61,558.99
11152,844.46,183.88,660.57
11153,1115.39,218.81,896.58
11154,978.31,205.44,772.87
11155,1189.13,257.35,931.78
11156,962.86,236.68,726.18
11157,692.72,145.6,547.12
11158,1118.59,250.06,868.53
11159,712.78,171.95,540.83
11160,972.8,250.22,722.59
11161,882.76,210,672.76
11162,191.44,55.21,136.24
11163,725,237.64,487.36
11164,292.51,74.07,218.44
11165,1059.17,221.78,837.4
11166,886.11,193.22,692.9
11167,1019.42,204.75,814.67
11168,1156.39,292.75,863.64
11169,1114.79,288.94,825.85
11170,922.73,266.66,656.07
11171,1109.24,218.87,890.37
11172,1225.38,246,979.38
11173,1299.63,312.42,987.2
11174,1020.19,276.41,743.78
11175,886.76,268.9,617.86
11176,1342.13,301.34,1040.78
11177,1124.07,247.64,876.43
11178,968.97,202.39,766.58
11179,1197.48,240.61,956.87
11180,1030.08,217.41,812.67
11181,306.5,95.37,211.13
11182,636.5,219.2,417.3
11183,1104,253.64,850.35
11184,1023.55,197.75,825.8
11185,981.83,207.47,774.36
11186,1080.26,317.58,762.68
11187,1294.87,238.71,1056.16
11188,1067.53,312.31,755.22
11189,1230.89,308.66,922.23
11190,1348.43,288.36,1060.07
11191,1315.67,298.14,1017.54
11192,1137.47,294.44,843.03
11193,1290.35,283.76,1006.6
11194,183.8,80.69,103.11
11195,1027.62,190.49,837.13
11196,1003.47,218.23,785.25
11197,1239.57,268.32,971.26
11198,1034.06,208.85,825.21
11199,796.51,141.15,655.36
11200,636.14,144.53,491.61
11201,1078.97,224.38,854.6
11202,1149.36,284.71,864.65
11203,1111.17,214.98,896.2
11204,783.36,218.42,564.94
11205,1186.26,267.34,918.92
11206,1021.98,247.68,774.3
11207,1192.2,246.13,946.07
11208,1201.47,264.05,937.43
11209,1098.1,215.36,882.74
11210,1028.74,245.15,783.59
11211,1057.74,288.24,769.5
11212,1027.12,246.7,780.42
11213,1434.08,260.49,1173.59
11214,1364.54,260.88,1103.66
11215,1142.37,226.36,916.01
11216,1094.92,253.81,841.12
11217,1108.25,231.5,876.75
11218,1044.37,217.09,827.28
11219,1057.1,240.16,816.94
11220,1232.96,276.61,956.35
11221,1307.9,285.05,1022.85
11222,645.41,145.74,499.67
11223,1305.5,289.25,1016.25
11224,1095.55,256.75,838.8
11225,902.6,215.98,686.62
11226,792.78,181.98,610.81
11227,1164.3,247.25,917.05
11228,634.69,124.61,510.08
11229,998.84,266.35,732.48
11230,935.17,283.02,652.15
11231,1215.84,267.01,948.83
11232,580.81,174.38,406.43
11233,1525.54,360.27,1165.27
11234,1166.84,256.17,910.67
11235,1011.5,218.69,792.81
11236,1255.32,272.98,982.34
11237,1018.28,210.88,807.4
11238,1035.42,208.55,826.88
11239,1273.44,361.71,911.73
11240,891.62,240.99,650.63
11241,1025.56,235.72,789.84
11242,2012.18,550.32,1461.86
11243,907.86,185.02,722.84
11244,1165.38,257.64,907.74
11245,880.41,197.65,682.77
11246,1167.82,335.4,832.42
11247,1317.34,266.17,1051.17
11248,491.76,167.04,324.73
11249,855.85,189.29,666.56
11250,698.51,168.86,529.65
11251,918.52,192.46,726.05
11252,1149.13,221.07,928.06
11253,843.25,231.89,611.36
11254,1114.9,232.61,882.29
11255,941.22,274.54,666.68
11256,1006.2,219.67,786.53
11257,1107.44,205.69,901.75
11258,1327.25,328.92,998.33
11259,1142.37,230.84,911.53
11260,1374.68,296.78,1077.9
11261,1196.91,263.63,933.28
11262,1314.64,288.92,1025.71
11263,1126.14,255.18,870.96
11264,662.53,195.97,466.55
11265,913.47,211.52,701.96
11266,1148.33,252.67,895.67
11267,1101.96,285.52,816.44
11268,1000.77,218.67,782.09
11269,324.13,65.55,258.58
11270,282.93,92.47,190.46
11271,985.72,223.18,762.54
11272,1005.87,254.12,751.75
11273,1152.93,213.96,938.97
11274,1096.41,350.72,745.68
11275,1046.28,271.81,774.47
11276,1046.08,229.83,816.25
11277,964.34,191.49,772.85
11278,848.17,213.99,634.17
11279,854.42,164.08,690.33
11280,729.13,168.94,560.2
11281,1108.79,249.29,859.5
11282,600.88,148.43,452.44
11283,1020.3,209.43,810.87
11284,1023.31,215.16,808.15
11285,1219.02,291.92,927.1
11286,571.54,201.63,369.91
11287,511.32,131.96,379.36
11288,671.87,165.47,506.41
11289,1046.43,219.74,826.69
11290,1107.65,235.47,872.17
11291,990.69,181.55,809.14
11292,1132.81,245.1,887.7
11293,1036.04,222.18,813.86
11294,1049.72,240.32,809.4
11295,1058.03,229.25,828.77
11296,1027.23,204.16,823.07
11297,785.89,188.56,597.33
11298,1093.41,211.83,881.58
11299,1042.73,204.06,838.67
11300,1218.29,251.52,966.77
11301,1129.05,222.26,906.79
11302,1184.62,290.43,894.19
11303,479.02,119.08,359.93
11304,1153.11,208.97,944.14
11305,852.62,164.53,688.08
11306,1048.39,207,841.39
11307,1238.11,248.74,989.37
11308,752,150.06,601.95
11309,1215.33,301.81,913.53
11310,1252.92,310.41,942.51
11311,687.52,145.77,541.76
11312,1081.99,277.12,804.87
11313,1248.65,302.73,945.92
11314,1283.86,285.27,998.59
11315,1013.43,270.28,743.15
11316,1139.77,205.1,934.67
11317,1061.53,259.33,802.2
11318,928.78,211.38,717.4
11319,1219.86,309.34,910.52
11320,1010.51,183.07,827.44
11321,1007.63,222.8,784.83
11322,958.6,254.52,704.09
11323,1127.61,208.35,919.26
11324,930.05,210.2,719.85
11325,990.96,165.52,825.44
11326,958.82,190.4,768.42
11327,1077.22,265.96,811.26
11328,1177.32,268.59,908.73
11329,939.97,211.34,728.63
11330,866.05,154.45,711.6
11331,1190.41,224.47,965.93
11332,773.38,238.96,534.41
11333,1148.29,256.55,891.74
11334,658.78,147.67,511.11
11335,957.65,202.35,755.3
11336,1194.77,294.25,900.52
11337,930.65,216.92,713.74
11338,1207.93,264.43,943.5
11339,759.36,182.58,576.78
11340,962.94,265.56,697.38
11341,1022.38,227.85,794.53
11342,1124.64,244.23,880.42
11343,699.45,233.24,466.21
11344,1202.88,259.52,943.37
11345,989.55,206.13,783.42
11346,1037,236.42,800.57
11347,573.58,149,424.58
11348,926.57,207.15,719.41
11349,1305.94,262.76,1043.19
11350,0,68.58,-68.58
11351,1203.42,241.2,962.23
11352,1043.94,237.15,806.79
11353,1083.25,213.64,869.62
11354,820.46,199.47,620.99
11355,1262.28,317.36,944.92
11356,1035.19,257.36,777.83
11357,770,166.98,603.02
11358,675.07,172.62,502.45
11359,782.07,194.44,587.63
11360,1034.77,273.58,761.19
11361,1128.77,325.07,803.71
11362,1071.89,238.91,832.99
11363,1058.37,264.67,793.7
11364,855.09,184.02,671.07
11365,720.91,159.55,561.36
11366,1109.67,238.7,870.97
11367,925.81,187.75,738.06
11368,796.67,191.59,605.09
11369,323.26,149.95,173.31
11370,939.08,231.72,707.36
11371,1160.7,286.63,874.07
11372,965.3,309.19,656.11
11373,822.42,185.33,637.09
11374,827.51,241.85,585.66
11375,960.34,212.7,747.64
11376,1404.49,342.48,1062
11377,1257.94,301.54,956.4
11378,1072.97,216.05,856.92
11379,1078.92,241.94,836.98
11380,1257.62,282.82,974.8
11381,1526.46,335.84,1190.63
11382,614.55,153.12,461.43
11383,1094.33,261.9,832.43
11384,643.97,134.49,509.48
11385,1066.16,249.58,816.58
11386,977.9,245.23,732.67
11387,908.29,213.68,694.61
11388,176.82,49.53,127.29
11389,1079.26,226.06,853.2
11390,968.75,205.13,763.62
11391,912.79,207.76,705.03
11392,759.57,175.69,583.89
11393,847.22,219.34,627.88
11394,1459.26,304.14,1155.12
11395,886.57,176.21,710.36
11396,1217.72,271.93,945.79
11397,2449.35,607.74,1841.62
11398,1014.26,208.48,805.78
11399,557.05,204.34,352.71
11400,710.09,170.11,539.98
11401,1303.22,278.09,1025.13
11402,929.71,260.26,669.45
11403,985.8,208.63,777.17
11404,1239.92,254.66,985.27
11405,984.7,199.4,785.3
11406,1111.65,206.43,905.22
11407,899,188.66,710.34
11408,1066.2,212.89,853.31
11409,1197.66,244.73,952.93
11410,944.32,212.71,731.61
11411,1153.3,302.03,851.28
11412,1054.25,197.79,856.46
11413,872.26,227.38,644.87
11414,1580.86,363.27,1217.59
11415,1085.29,217.72,867.57
11416,919.79,206.44,713.35
11417,1164.93,228.66,936.27
11418,1172.2,238.94,933.27
11419,1018.29,215.91,802.39
11420,237.8,108.57,129.24
11421,1248.27,336.03,912.24
11422,741.43,188.06,553.37
11423,699.04,170.68,528.36
11424,1064.65,238.73,825.92
11425,93.33,38.91,54.42
11426,847,210.14,636.86
11427,813.75,148.08,665.67
11428,601.27,113.48,487.79
11429,1000.29,222.5,777.79
11430,1277.51,319.07,958.44
11431,1078.89,205.7,873.19
11432,811.94,165.05,646.88
11433,911.64,184.17,727.47
11434,900.34,222.92,677.42
11435,576.47,171.59,404.88
11436,771.75,192.56,579.19
11437,1124.84,229.8,895.04
11438,1032.95,221.38,811.57
11439,1079.1,244.88,834.22
11440,856.2,273.4,582.8
11441,432.3,135.49,296.8
11442,1044.67,246.79,797.87
11443,637.29,175.62,461.67
11444,1057.06,206.25,850.81
11445,1082.73,237.4,845.34
11446,625.01,115.04,509.97
11447,1068.7,213.29,855.41
11448,1031.52,244.76,786.76
11449,978.38,246.94,731.44
11450,747.75,133.26,614.49
11451,616.43,158.71,457.72
11452,0,7.45,-7.45
11453,862.78,181.31,681.47
11454,577.31,150.8,426.51
11455,1121.54,304.14,817.4
11456,1010.96,225.85,785.11
11457,887.7,190.97,696.74
11458,598.59,178.53,420.06
11459,812.32,186.19,626.13
11460,1173.26,311.67,861.59
11461,1264.85,279.03,985.81
11462,394.22,142.81,251.4
11463,922.19,295.57,626.62
11464,500.72,102.72,398
11465,719.94,154.93,565.01
11466,1046.16,217.36,828.79
11467,977.53,225.75,751.77
11468,1123.02,297.54,825.48
11469,601.72,176.6,425.12
11470,900.29,212.1,688.19
11471,1230.23,247.86,982.37
11472,146,60.5,85.5
11473,1095.2,285.11,810.09
11474,981.38,242.6,738.78
11475,790.25,176.36,613.89
11476,994.62,216.06,778.57
11477,881.05,202.49,678.56
11478,991.08,252.14,738.95
11479,793.23,223.9,569.33
11480,875.51,187.09,688.42
11481,880.72,173.51,707.21
11482,739.2,128.63,610.57
11483,722.26,174.88,547.38
11484,713.52,135.03,578.49
11485,910.37,218.2,692.16
11486,1129.04,245.54,883.49
11487,572.42,163.66,408.77
11488,1147.83,261.52,886.31
11489,634.3,155.49,478.8
11490,1691.64,434.61,1257.03
11491,822.13,193.55,628.57
11492,481.53,90.96,390.57
11493,1364.6,297.8,1066.8
11494,789.92,184.04,605.88
11495,494.93,109.22,385.71
11496,876.7,179.77,696.93
11497,876.25,211.81,664.45
11498,974.97,256.65,718.32
11499,137.28,25.01,112.26
11500,1139.07,269.89,869.18
11501,1490.8,358.5,1132.31
11502,975.96,220.99,754.97
11503,986.52,236.33,750.18
11504,631.47,171.35,460.13
11505,812.54,165.74,646.81
11506,30.49,9.23,21.26
11507,777.08,194.09,582.98
11508,1252.76,275.66,977.1
11509,1101.34,232.98,868.35
11510,774.26,199.42,574.84
11511,830.48,245.11,585.37
11512,885.01,255.4,629.61
11513,1353.4,392.19,961.21
11514,690.17,159.07,531.11
11515,1288.71,276.18,1012.53
11516,922.12,207.9,714.22
11517,973.92,211.03,762.89
11518,991.42,186.36,805.06
11519,782.53,187.32,595.21
11520,942.35,247.03,695.32
11521,811.04,202.29,608.75
11522,754.47,156.22,598.25
11523,1218.98,267.04,951.95
11524,1091.9,291.66,800.25
11525,707.72,169.12,538.6
11526,879.07,253.95,625.12
11527,721.33,177.1,544.24
11528,799.44,147.18,652.26
11529,948.43,268.07,680.36
11530,955.76,246.27,709.49
11531,576.99,158.52,418.48
11532,1105.6,217.25,888.35
11533,1049.86,199.78,850.08
11534,1099.77,247,852.77
11535,1103.08,260.19,842.89
11536,714.87,159.59,555.28
11537,843.2,223.59,619.61
11538,1104.3,233,871.3
11539,663.05,195.85,467.2
11540,1097.4,237.43,859.98
11541,1050.64,278.18,772.46
11542,1116.16,232.23,883.93
11543,89.24,23.87,65.37
11544,1145.6,229.06,916.53
11545,908.88,230.41,678.46
11546,477.41,93.17,384.24
11547,452.4,86.44,365.96
11548,1057.55,213.78,843.78
11549,1019.07,322.71,696.35
11550,1158.46,252.34,906.12
11551,649.43,179.01,470.42
11552,899.57,196.5,703.08
11553,1074.02,198.95,875.07
11554,690.38,153.04,537.34
11555,859.95,190.51,669.43
11556,901.34,216.27,685.06
11557,977.65,209.97,767.68
11558,905.42,177.57,727.85
11559,950.67,241.45,709.22
11560,887.41,203.95,683.46
11561,745.49,177.9,567.58
11562,879.55,173.96,705.59
11563,1151.28,252.66,898.62
11564,949.98,204.68,745.3
11565,1134.97,251.79,883.18
11566,569.81,164.02,405.79
11567,965.57,197.93,767.64
11568,1011.06,254.84,756.22
11569,698.18,151.75,546.42
11570,988.61,221.65,766.95
11571,771.6,179.7,591.9
11572,1056.57,209.1,847.47
11573,1459.25,285.88,1173.37
11574,1092.77,235.06,857.71
11575,641.03,135.26,505.77
11576,1187.69,257.93,929.76
11577,1171.44,238.76,932.68
11578,1390.68,331.72,1058.96
11579,1145.89,242.8,903.09
11580,1289.7,271.29,1018.41
11581,1230.29,220.83,1009.46
11582,741.07,207.41,533.66
11583,909.48,204.26,705.22
11584,1137.93,255.24,882.69
11585,703.9,203.17,500.73
11586,1359.47,298.71,1060.76
11587,1225.74,318.24,907.5
11588,1161.99,291.24,870.75
11589,173.85,97.42,76.43
11590,893.73,205.69,688.04
11591,705.51,150.62,554.9
11592,967.99,242.97,725.02
11593,754.09,176.05,578.04
11594,1307.09,259.26,1047.83
11595,407.4,108.87,298.53
11596,863.49,171.66,691.83
11597,667.26,162.8,504.46
11598,1177.12,253.28,923.84
11599,886.62,205.52,681.11
11600,957.92,225.67,732.25
11601,914.04,216.58,697.46
11602,897.53,206.65,690.88
11603,151.01,42.94,108.08
11604,920.35,201.01,719.34
11605,993.56,215.35,778.21
11606,974.06,231.33,742.73
11607,848.79,182.56,666.23
11608,728.65,205.11,523.54
11609,439.1,142.36,296.74
11610,806.1,252.03,554.08
11611,1011.17,217.43,793.74
11612,837.01,248.85,588.16
11613,1094.33,208.58,885.75
11614,1580.38,372.54,1207.84
11615,1429.91,294.83,1135.08
11616,1121.42,224.28,897.14
11617,778.86,182.93,595.93
11618,740.79,159.47,581.31
11619,832.78,189.69,643.09
11620,636.08,138.11,497.97
11621,999.46,191.46,808
11622,70.48,42.81,27.67
11623,790.72,145.43,645.29
11624,633.17,134.96,498.21
11625,690.62,149.26,541.35
11626,872.65,177.98,694.68
11627,500.76,103.86,396.9
11628,1086.86,248.49,838.37
11629,939.4,204,735.4
11630,1386.4,338.93,1047.48
11631,687.04,155.51,531.53
11632,1300.42,337.68,962.74
11633,927.73,235.02,692.71
11634,1164.07,248.81,915.27
11635,748.33,241.49,506.84
11636,1116.77,219.72,897.05
11637,632.16,162.38,469.78
11638,862.65,246.42,616.23
11639,761.84,185.23,576.61
11640,1005.51,195.23,810.28
11641,831.99,172.17,659.82
11642,890.14,184.03,706.11
11643,937.56,253.9,683.66
11644,1588.12,335.5,1252.62
11645,690.16,157.11,533.05
11646,900.3,180.27,720.03
11647,945.9,203.54,742.36
11648,955.89,228.24,727.66
11649,1132.84,228.83,904.02
11650,1027.76,207.82,819.95
11651,1031.46,221.23,810.23
11652,925.77,176.22,749.55
11653,1238.13,284.42,953.7
11654,1038.96,266.87,772.09
11655,949.97,187.33,762.64
11656,608.52,136.09,472.43
11657,935.26,191.49,743.77
11658,889.2,206.12,683.08
11659,1008.97,197.86,811.11
11660,1039.48,206.58,832.91
11661,995.52,200.11,795.41
11662,960.3,183.19,777.11
11663,428.78,124.59,304.19
11664,920.24,182.22,738.02
11665,667.29,183.71,483.58
11666,846.24,166.01,680.23
11667,909.62,218.55,691.07
11668,817.03,199.13,617.9
11669,903.66,169.22,734.44
11670,828.74,204.54,624.2
11671,977.1,186.54,790.56
11672,979.87,207.39,772.47
11673,970.63,203.44,767.19
11674,459.1,120.6,338.5
11675,910.48,198.79,711.69
11676,1157.49,262.49,895
11677,1000.57,208.61,791.96
11678,887.14,215.82,671.32
11679,352.59,117.29,235.3
11680,538.48,112.07,426.41
11681,1197.47,217.69,979.78
11682,1382.83,277.16,1105.68
11683,285.44,67.94,217.51
11684,31.45,13.23,18.22
11685,1011.22,267.28,743.95
11686,796.94,173.66,623.28
11687,980.67,175.63,805.04
11688,902.25,211.28,690.97
11689,852.77,186.29,666.48
11690,712.22,167.45,544.77
11691,763.78,158.3,605.48
11692,1095.58,268.68,826.9
11693,1122.22,258.34,863.88
11694,1184.25,258.73,925.52
11695,1071.49,232.11,839.37
11696,736.6,138.93,597.67
11697,1091.1,222.97,868.12
11698,1208.22,257.87,950.35
11699,952.89,191.07,761.82
11700,384.78,99.95,284.84
11701,1329.67,311.85,1017.82
11702,1045.98,242.43,803.55
11703,1355.43,342.79,1012.64
11704,1192.78,266.42,926.36
11705,1088.8,227.82,860.98
11706,744.1,159.22,584.88
11707,190.47,67.09,123.39
11708,366.82,109.23,257.59
11709,1012.36,200.46,811.9
11710,872.85,249.65,623.19
11711,926.26,183.92,742.35
11712,534.38,118.24,416.13
11713,799.73,197.04,602.69
11714,791.84,189.57,602.27
11715,975.24,347.09,628.15
11716,1075.12,218.67,856.44
11717,1207.59,245.56,962.03
11718,817.45,161.36,656.09
11719,677.38,156.15,521.22
11720,1302.15,298.17,1003.98
11721,519.56,141.07,378.49
11722,1242.1,253.81,988.3
11723,1024.06,239.32,784.73
11724,915.37,225.83,689.53
11725,646.33,151.41,494.93
11726,1406.16,334.89,1071.27
11727,658.32,162.3,496.02
11728,782.46,198.57,583.89
11729,661.27,151.66,509.61
11730,640.21,186.84,453.37
11731,896.25,199.7,696.55
11732,913.31,227.02,686.29
11733,521.3,120.42,400.88
11734,1017.37,251.64,765.73
11735,776.5,198.54,577.96
11736,714.81,164.5,550.31
11737,1107.69,248.09,859.59
11738,565.15,158.68,406.47
11739,1019.25,194.71,824.53
11740,647.38,151.38,496
11741,1035.67,230.82,804.85
11742,1112.44,239.11,873.33
11743,1009.78,213.75,796.03
11744,765.01,188.74,576.26
11745,1094.68,234.51,860.17
11746,1033.65,249.86,783.79
11747,656.74,166.38,490.35
11748,937.89,291.45,646.44
11749,1029.06,248.16,780.9
11750,1066.52,216.4,850.12
11751,1104.26,262.49,841.77
11752,1576.09,392.93,1183.15
11753,361.34,131.77,229.57
11754,1254.05,267.2,986.86
11755,932.98,169.92,763.06
11756,958,245.38,712.62
11757,780.52,196.96,583.56
11758,1211.42,288.79,922.63
11759,988.22,239.12,749.1
11760,1186.07,249.66,936.41
11761,1034.25,204.64,829.61
11762,740.95,190.83,550.13
11763,975.19,247.33,727.87
11764,686.56,146.44,540.12
11765,932.35,221.31,711.04
11766,468.72,167.67,301.05
11767,186.22,84.67,101.55
11768,711.35,131.21,580.13
11769,394.21,151.67,242.54
11770,634.56,209.22,425.35
11771,1033.4,209.44,823.95
11772,756.51,152.48,604.03
11773,417.89,179.68,238.21
11774,328.03,93.79,234.24
11775,699.31,175.46,523.85
11776,1007.54,200.68,806.86
11777,970.54,209.35,761.19
11778,692.37,150.67,541.7
11779,800.48,204.8,595.68
11780,1212.87,244.17,968.71
11781,792.24,249.02,543.22
11782,745.74,193.82,551.92
11783,927.74,177.74,750
11784,600.99,151,449.99
11785,1079.95,232.47,847.48
11786,1078.66,265.2,813.46
11787,620.74,130.45,490.29
11788,1100.85,261.02,839.83
11789,860.91,157.73,703.18
11790,1030.55,240.35,790.2
11791,48.7,79.44,-30.73
11792,1029.04,245.04,784
11793,1210.18,255.01,955.17
11794,1087.12,239.86,847.26
11795,438.55,82.85,355.7
11796,792.93,187.28,605.65
11797,620.97,172.46,448.51
11798,867.07,184.72,682.34
11799,832.53,168.4,664.13
11800,667.34,152.99,514.34
11801,1162.32,262.84,899.48
11802,200.62,82.68,117.95
11803,866.93,212.04,654.9
11804,607.23,108.23,499
11805,973.46,185.02,788.44
11806,942.47,212.43,730.04
11807,329.5,136.16,193.34
11808,1018.76,192.41,826.34
11809,499.29,163.41,335.88
11810,141.13,59.14,81.99
11811,891.46,213.33,678.13
11812,1136.54,230.42,906.12
11813,639.84,161.59,478.24
11814,872.46,210.05,662.42
11815,553.53,159.48,394.06
11816,772.2,203.54,568.66
11817,749.06,163.38,585.67
11818,803.64,218.42,585.22
11819,614.4,140.79,473.61
11820,991.98,198.86,793.12
11821,601.32,139.25,462.07
11822,192.69,91.12,101.57
11823,0,16.53,-16.53
11824,1202.79,280.47,922.32
11825,768.28,161.95,606.32
11826,964.58,181.78,782.8
11827,1148.93,304.25,844.68
11828,958.48,242.54,715.93
11829,0,4.85,-4.85
11830,1214.51,272.93,941.58
11831,1005.14,204.06,801.08
11832,1028.13,263.9,764.23
11833,1165.96,252.94,913.02
11834,922.64,160.01,762.63
11835,1008.27,240.33,767.94
11836,981.63,225.12,756.51
11837,1084.87,242.13,842.74
11838,935.71,204.82,730.89
11839,915.26,247.5,667.75
11840,894.44,186.57,707.87
11841,1015.95,242.05,773.9
11842,735.71,134.54,601.17
11843,783.79,222.98,560.81
11844,628.9,149.36,479.54
11845,873.03,175.75,697.28
11846,633.71,132.36,501.35
11847,866.05,192.14,673.91
11848,1039.71,285.54,754.17
11849,973.16,202.95,770.21
11850,963.7,196.27,767.42
11851,230.16,101.63,128.53
11852,1211.99,258.12,953.87
11853,1140.83,232.31,908.52
11854,166.91,62.69,104.21
11855,670.49,234.19,436.3
11856,560.69,126.27,434.42
11857,305.21,76.96,228.25
11858,872.67,198.65,674.02
11859,738.58,172.72,565.86
11860,634.98,235.41,399.57
11861,851.13,159.47,691.66
11862,138.93,83.47,55.46
11863,889.18,264.13,625.04
11864,1290.25,261.17,1029.09
11865,1090.11,277.41,812.7
11866,311.05,154.3,156.75
11867,1078.99,272.46,806.54
11868,437.94,141.14,296.8
11869,1031.68,211.84,819.84
11870,741.17,152.61,588.56
11871,732.96,209.35,523.61
11872,1111.43,255.51,855.92
11873,591.71,198.6,393.11
11874,902.66,193.84,708.82
11875,702.39,118.97,583.42
11876,979.21,217.63,761.58
11877,1369.56,298.16,1071.4
11878,1291.09,298.14,992.95
11879,906.06,164.43,741.63
11880,1564.44,390.91,1173.53
11881,694.1,114.63,579.48
11882,664.2,151.19,513.01
11883,983.35,199.73,783.62
11884,977.82,199.83,778
11885,787.9,222.81,565.09
11886,1113.58,254.4,859.18
11887,560.04,113.24,446.8
11888,830.06,169.88,660.17
11889,579.42,131.86,447.56
11890,1239.75,279.12,960.63
11891,880.78,166.76,714.02
11892,611.92,224.5,387.42
11893,932.66,202.07,730.58
11894,1485.71,338.61,1147.1
11895,577.56,187.59,389.98
11896,1239.82,272.24,967.58
11897,964.37,213.62,750.75
11898,530.74,226.3,304.44
11899,557.44,125.45,431.99
11900,617.22,128.09,489.13
11901,829.98,170.32,659.66
11902,743.33,182.25,561.09
11903,609.78,195.53,414.25
11904,418.33,127.6,290.73
11905,1071.98,256.34,815.64
11906,621.91,134.41,487.49
11907,689.69,170.59,519.1
11908,379.28,159.7,219.58
11909,1108.4,261.52,846.88
11910,627.23,140.27,486.96
11911,901.39,177.8,723.59
11912,1106.78,220.03,886.75
11913,1166.79,246.63,920.16
11914,915,228.4,686.6
11915,867.47,176.27,691.2
11916,0,0.21,-0.21
11917,1030.03,213.31,816.72
11918,51.62,44.25,7.37
11919,119.08,36.48,82.6
11920,813.91,189.98,623.92
11921,270.23,73.57,196.66
